,ApplicationID,LoanAmount,CreditScore,EmploymentStatus,ApprovalYield
1082,1083,Low,Excellent,Employed,0.3129073942136482
1083,1084,High,Excellent,Employed,0.8660956336116915
1084,1085,Low,Good,Employed,0.44908474501094675
1085,1086,Low,Good,Self-Employed,0.7365352283347926
1086,1087,Low,Good,Employed,0.6252047695304422
1087,1088,Medium,Poor,Unemployed,0.4081516908666981
1088,1089,Low,Poor,Self-Employed,0.25310153917960876
1089,1090,High,Poor,Employed,0.3990353176424347
1090,1091,Low,Fair,Employed,0.7394082298313118
1091,1092,Medium,Excellent,Employed,0.10189310087293679
1092,1093,Medium,Good,Employed,0.3270446441518178
1093,1094,High,Poor,Self-Employed,0.807189318791188
1094,1095,High,Good,Unemployed,0.512726394261776
1095,1096,High,Fair,Self-Employed,0.5894539894846972
1096,1097,Low,Good,Unemployed,0.6706755253823256
1097,1098,Medium,Excellent,Unemployed,0.0913914863317764
1098,1099,Low,Poor,Self-Employed,0.050018576821112215
1099,1100,High,Excellent,Self-Employed,0.35597103248839435
1100,1101,Medium,Poor,Self-Employed,0.2475597702798864
1101,1102,High,Poor,Employed,0.7327334747861651
1102,1103,Medium,Poor,Self-Employed,0.5948032146777896
1103,1104,Medium,Excellent,Self-Employed,0.8384918338430248
1104,1105,Medium,Good,Self-Employed,0.49350099215440824
1105,1106,High,Poor,Employed,0.39744815689909163
1106,1107,Medium,Poor,Self-Employed,0.7379173933540254
1107,1108,Medium,Excellent,Self-Employed,0.7707425309055517
1108,1109,Low,Poor,Unemployed,0.584448909757426
1109,1110,Low,Good,Unemployed,0.8651933473978111
1110,1111,Low,Fair,Unemployed,0.6664630475268357
1111,1112,High,Poor,Employed,0.6302472194561579
1112,1113,High,Good,Employed,0.4276013337033373
1113,1114,Medium,Excellent,Self-Employed,0.9362806214689267
1114,1115,Medium,Fair,Self-Employed,0.2923831104121931
1115,1116,High,Fair,Unemployed,0.20109872744266744
1116,1117,Medium,Excellent,Self-Employed,0.05617607734743901
1117,1118,Medium,Excellent,Self-Employed,0.28103808138102826
1118,1119,High,Fair,Employed,0.655173714524338
1119,1120,Low,Fair,Employed,0.11188061654912385
1120,1121,Low,Poor,Unemployed,0.18564670490124302
1121,1122,Low,Fair,Self-Employed,0.7205655486444061
1122,1123,High,Excellent,Self-Employed,0.11043186341110267
1123,1124,Low,Poor,Self-Employed,0.5150056597097231
1124,1125,High,Poor,Unemployed,0.7425308328404214
1125,1126,Medium,Excellent,Unemployed,0.8281168290063428
1126,1127,Medium,Excellent,Self-Employed,0.952815017002506
1127,1128,Medium,Fair,Unemployed,0.5056341534219588
1128,1129,High,Excellent,Unemployed,0.3186089627636072
1129,1130,Low,Poor,Employed,0.5533711897497718
1130,1131,High,Good,Employed,0.5215993960113582
1131,1132,Low,Fair,Self-Employed,0.8379083748518036
1132,1133,High,Excellent,Self-Employed,0.41451606481679226
1133,1134,High,Fair,Unemployed,0.16036540611974315
1134,1135,Low,Good,Unemployed,0.7219292275156795
1135,1136,High,Excellent,Self-Employed,0.42960859213236335
1136,1137,High,Excellent,Unemployed,0.7187396178535302
1137,1138,Medium,Excellent,Employed,0.2967866820198506
1138,1139,Medium,Poor,Employed,0.01912896643728701
1139,1140,High,Excellent,Employed,0.8816624823327127
1140,1141,Medium,Fair,Self-Employed,0.10534548448133318
1141,1142,Medium,Poor,Employed,0.6077526830956526
1142,1143,Medium,Good,Self-Employed,0.2437294825243418
1143,1144,High,Good,Employed,0.21955392322980194
1144,1145,High,Poor,Unemployed,0.4157751035233219
1145,1146,Medium,Poor,Self-Employed,0.6789784930380419
1146,1147,High,Fair,Unemployed,0.20366713777268486
1147,1148,Medium,Good,Unemployed,0.8705269662693842
1148,1149,Medium,Poor,Self-Employed,0.11539464217891737
1149,1150,Low,Poor,Unemployed,0.33720657556575206
1150,1151,Medium,Poor,Self-Employed,0.11428576999797946
1151,1152,Medium,Poor,Self-Employed,0.2043163833989703
1152,1153,Low,Good,Unemployed,0.7764893026510181
1153,1154,Medium,Poor,Self-Employed,0.06904590631459973
1154,1155,Low,Good,Self-Employed,0.8856197642417732
1155,1156,High,Excellent,Employed,0.2532723835227151
1156,1157,Low,Fair,Unemployed,0.5356565993475786
1157,1158,Low,Poor,Unemployed,0.874170682157026
1158,1159,Low,Good,Self-Employed,0.28550878011851155
1159,1160,High,Fair,Unemployed,0.1834421964034345
1160,1161,Medium,Poor,Unemployed,0.48434442629150865
1161,1162,High,Poor,Employed,0.38782608991693124
1162,1163,Medium,Good,Employed,0.06697361202527152
1163,1164,Medium,Fair,Self-Employed,0.5417609642675633
1164,1165,High,Excellent,Unemployed,0.9817073425211416
1165,1166,Medium,Fair,Unemployed,0.8038145451934468
1166,1167,High,Excellent,Unemployed,0.5590592849466022
1167,1168,Low,Good,Self-Employed,0.07000351213306577
1168,1169,Medium,Excellent,Self-Employed,0.7066342634675964
1169,1170,High,Excellent,Self-Employed,0.656729484721608
1170,1171,High,Excellent,Self-Employed,0.37922653718044896
1171,1172,Medium,Fair,Unemployed,0.37324115637923383
1172,1173,High,Excellent,Employed,0.7728095732903374
1173,1174,High,Excellent,Unemployed,0.5810150933751095
1174,1175,Low,Fair,Employed,0.7819599771579592
1175,1176,Low,Fair,Self-Employed,0.6774734148234729
1176,1177,Low,Good,Unemployed,0.2072422997688783
1177,1178,Low,Good,Self-Employed,0.6624839469416082
1178,1179,High,Excellent,Employed,0.7499777984520708
1179,1180,Low,Excellent,Self-Employed,0.6054117575075872
1180,1181,Low,Excellent,Employed,0.88912792394001
1181,1182,Low,Poor,Employed,0.7582672920560591
1182,1183,Medium,Poor,Unemployed,0.712777676216831
1183,1184,High,Poor,Unemployed,0.21491263703639585
1184,1185,Medium,Fair,Employed,0.5070596467387183
1185,1186,High,Excellent,Unemployed,0.5846680901658248
1186,1187,Medium,Excellent,Self-Employed,0.8218309465853593
1187,1188,Medium,Fair,Unemployed,0.27194603941844875
1188,1189,Medium,Poor,Self-Employed,0.6367617170443272
1189,1190,High,Fair,Unemployed,0.3245118001753421
1190,1191,Low,Excellent,Unemployed,0.6946409588937278
1191,1192,Low,Good,Self-Employed,0.26463502692535734
1192,1193,High,Poor,Self-Employed,0.8216479329617712
1193,1194,High,Good,Employed,0.7867083407073091
1194,1195,Medium,Poor,Unemployed,0.4323462264033473
1195,1196,Low,Poor,Self-Employed,0.26400434995946587
1196,1197,Low,Poor,Self-Employed,0.8243268918792692
1197,1198,Medium,Fair,Employed,0.4289849318408905
1198,1199,Medium,Good,Self-Employed,0.9009608956904679
1199,1200,Low,Fair,Employed,0.844871347755229
1200,1201,High,Poor,Employed,0.7068378557805411
1201,1202,Medium,Excellent,Self-Employed,0.9988926120332906
1202,1203,High,Poor,Self-Employed,0.8013479918738086
1203,1204,Low,Fair,Self-Employed,0.9976282974021565
1204,1205,High,Good,Self-Employed,0.3040302724479996
1205,1206,Low,Poor,Self-Employed,0.022425889162055124
1206,1207,High,Poor,Self-Employed,0.4060118017061106
1207,1208,Medium,Good,Unemployed,0.23201818030881072
1208,1209,Medium,Good,Employed,0.916603301642411
1209,1210,Low,Excellent,Self-Employed,0.8371196278306522
1210,1211,High,Fair,Self-Employed,0.938413743858144
1211,1212,Low,Poor,Unemployed,0.5869365065589071
1212,1213,Low,Excellent,Unemployed,0.6383222397918266
1213,1214,High,Good,Employed,0.7073970000329277
1214,1215,High,Poor,Self-Employed,0.868410787941382
1215,1216,High,Fair,Employed,0.3419052781054903
1216,1217,Low,Good,Self-Employed,0.46928522732579037
1217,1218,Low,Excellent,Employed,0.6495089297074473
1218,1219,Low,Fair,Employed,0.5931582190394682
1219,1220,High,Excellent,Self-Employed,0.8328319018690757
1220,1221,High,Good,Employed,0.3731226184223836
1221,1222,High,Good,Unemployed,0.6316435150828916
1222,1223,High,Poor,Self-Employed,0.6971358058918092
1223,1224,Low,Fair,Employed,0.5546877097800863
1224,1225,Low,Excellent,Self-Employed,0.5993021161394377
1225,1226,High,Excellent,Employed,0.4551719917336564
1226,1227,High,Poor,Unemployed,0.948744395149711
1227,1228,Medium,Excellent,Employed,0.7791025863957868
1228,1229,High,Good,Self-Employed,0.4535789999228341
1229,1230,Medium,Excellent,Employed,0.9102130348677566
1230,1231,Medium,Fair,Unemployed,0.15369104284420454
1231,1232,Low,Poor,Employed,0.642577610323634
1232,1233,Medium,Fair,Self-Employed,0.5928401805081102
1233,1234,High,Fair,Unemployed,0.4233351441531975
1234,1235,Medium,Poor,Self-Employed,0.8829148165187222
1235,1236,Medium,Good,Self-Employed,0.5015756999179484
1236,1237,High,Good,Self-Employed,0.7374260857706773
1237,1238,High,Poor,Self-Employed,0.2005529778452665
1238,1239,Low,Fair,Unemployed,0.622630533598658
1239,1240,High,Poor,Self-Employed,0.8473879305713737
1240,1241,Medium,Fair,Self-Employed,0.4353936461757356
1241,1242,Low,Poor,Employed,0.9379652314338942
1242,1243,High,Fair,Self-Employed,0.7894094219135857
1243,1244,High,Excellent,Employed,0.22936577703767236
1244,1245,Medium,Fair,Employed,0.07482120519497304
1245,1246,High,Poor,Self-Employed,0.9853038322872855
1246,1247,Low,Excellent,Self-Employed,0.7982931972091867
1247,1248,Medium,Excellent,Unemployed,0.2325059922078312
1248,1249,Medium,Good,Unemployed,0.35369668658073394
1249,1250,Low,Excellent,Unemployed,0.17011541730928148
1250,1251,High,Fair,Employed,0.8646589218581401
1251,1252,High,Excellent,Self-Employed,0.09858292702241234
1252,1253,High,Good,Self-Employed,0.5634083644838541
1253,1254,Medium,Poor,Employed,0.7805560268872138
1254,1255,Medium,Excellent,Self-Employed,0.0031409060481221163
1255,1256,Medium,Good,Unemployed,0.4417464916377071
1256,1257,High,Good,Employed,0.8223812111853543
1257,1258,Medium,Poor,Employed,0.458431424131438
1258,1259,Low,Poor,Employed,0.667212337194181
1259,1260,Low,Good,Employed,0.3138754967224705
1260,1261,High,Good,Self-Employed,0.5625552012730474
1261,1262,Low,Excellent,Employed,0.19516651721865041
1262,1263,Medium,Poor,Unemployed,0.4925690707532976
1263,1264,Medium,Good,Self-Employed,0.1170117248579462
1264,1265,Medium,Excellent,Self-Employed,0.6985306252091371
1265,1266,High,Poor,Employed,0.9032980143757106
1266,1267,Low,Poor,Unemployed,0.17549162738135737
1267,1268,High,Poor,Unemployed,0.5128970555188094
1268,1269,Medium,Good,Employed,0.22982672579761843
1269,1270,High,Excellent,Unemployed,0.7416026194517855
1270,1271,High,Fair,Self-Employed,0.5708774168394762
1271,1272,Low,Fair,Self-Employed,0.21870980032358323
1272,1273,Low,Fair,Employed,0.9031907788344291
1273,1274,Low,Fair,Self-Employed,0.5712604699370973
1274,1275,Low,Fair,Employed,0.252798444015773
1275,1276,Medium,Good,Self-Employed,0.33748032567489816
1276,1277,High,Good,Unemployed,0.7959263871435024
1277,1278,Medium,Excellent,Unemployed,0.025237345848264203
1278,1279,High,Fair,Unemployed,0.8740717733051852
1279,1280,High,Good,Employed,0.7516761720229193
1280,1281,Low,Good,Employed,0.7925948132091347
1281,1282,Low,Poor,Employed,0.26537011160197543
1282,1283,Low,Good,Unemployed,0.09377652625701649
1283,1284,Medium,Excellent,Employed,0.9485029432181947
1284,1285,High,Fair,Self-Employed,0.23814665366569632
1285,1286,High,Poor,Self-Employed,0.006435211496795712
1286,1287,Low,Poor,Self-Employed,0.4872653541000508
1287,1288,Medium,Good,Unemployed,0.7040832713213391
1288,1289,Low,Excellent,Employed,0.3978657030174272
1289,1290,Medium,Fair,Unemployed,0.6743996518139815
1290,1291,Medium,Poor,Self-Employed,0.6466004439486619
1291,1292,High,Excellent,Self-Employed,0.9106057172144217
1292,1293,Medium,Excellent,Self-Employed,0.12340081520559643
1293,1294,Medium,Poor,Unemployed,0.4381786132483445
1294,1295,Medium,Good,Unemployed,0.7960074024272833
1295,1296,High,Fair,Unemployed,0.33600705899010874
1296,1297,Low,Poor,Employed,0.9149658650779686
1297,1298,High,Fair,Unemployed,0.6107707306850386
1298,1299,Medium,Fair,Self-Employed,0.7507696492110557
1299,1300,High,Good,Unemployed,0.21078144935468823
1300,1301,Medium,Poor,Unemployed,0.5657815548409963
1301,1302,High,Excellent,Employed,0.36588580955688044
1302,1303,Medium,Poor,Unemployed,0.8268585609727531
1303,1304,Medium,Excellent,Unemployed,0.2828011306704997
1304,1305,High,Good,Unemployed,0.3322055709473216
1305,1306,Medium,Good,Self-Employed,0.6370947008244425
1306,1307,High,Poor,Employed,0.6784999682926378
1307,1308,Medium,Excellent,Employed,0.6196159269449223
1308,1309,Low,Good,Employed,0.27746467972495403
1309,1310,High,Excellent,Employed,0.4556191564372516
1310,1311,Medium,Excellent,Unemployed,0.7062461625552622
1311,1312,High,Excellent,Employed,0.7944808178535061
1312,1313,High,Fair,Self-Employed,0.8495342154879013
1313,1314,Medium,Fair,Unemployed,0.9354845135274957
1314,1315,Medium,Excellent,Employed,0.06180846068922263
1315,1316,Low,Good,Self-Employed,0.15047227100599747
1316,1317,Medium,Poor,Unemployed,0.9132326804214563
1317,1318,High,Fair,Employed,0.06009641037817015
1318,1319,Low,Fair,Employed,0.1771925010111911
1319,1320,Low,Good,Employed,0.9415329102844411
1320,1321,Low,Good,Self-Employed,0.21244727719547296
1321,1322,Low,Excellent,Employed,0.7171205684721935
1322,1323,High,Good,Employed,0.8955628481318387
1323,1324,High,Excellent,Self-Employed,0.2988571352590308
1324,1325,Low,Fair,Unemployed,0.7297119064974222
1325,1326,High,Fair,Unemployed,0.4299576197798217
1326,1327,Low,Excellent,Employed,0.17334305297528085
1327,1328,Low,Poor,Employed,0.682153161561635
1328,1329,Medium,Fair,Employed,0.596081955238306
1329,1330,Medium,Poor,Unemployed,0.5836050370080997
1330,1331,Medium,Poor,Employed,0.9024130332861034
1331,1332,High,Good,Self-Employed,0.931554914309481
1332,1333,High,Fair,Self-Employed,0.6996899090587084
1333,1334,Medium,Fair,Unemployed,0.9426591769666305
1334,1335,High,Good,Unemployed,0.7799883269105443
1335,1336,Medium,Poor,Unemployed,0.4639816981668874
1336,1337,High,Poor,Employed,0.21469588746335544
1337,1338,Low,Good,Employed,0.7388666771330327
1338,1339,High,Fair,Self-Employed,0.5322918759514544
1339,1340,High,Fair,Unemployed,0.5679742973160805
1340,1341,High,Excellent,Unemployed,0.2462441609706001
1341,1342,Medium,Fair,Unemployed,0.031778484357324444
1342,1343,Medium,Poor,Self-Employed,0.14430920072160303
1343,1344,High,Excellent,Unemployed,0.6920112559466547
1344,1345,High,Fair,Unemployed,0.6139703063252326
1345,1346,Low,Poor,Self-Employed,0.6887625408113653
1346,1347,Medium,Poor,Self-Employed,0.8206961607667793
1347,1348,Medium,Good,Unemployed,0.7939293858599648
1348,1349,Medium,Good,Unemployed,0.328179482797612
1349,1350,Medium,Poor,Unemployed,0.834590952595272
1350,1351,Medium,Poor,Employed,0.5656881721410058
1351,1352,Medium,Good,Unemployed,0.5764724375577539
1352,1353,Low,Good,Unemployed,0.4591240232866809
1353,1354,Low,Excellent,Self-Employed,0.016756304492382412
1354,1355,Low,Fair,Employed,0.6838664518353432
1355,1356,Low,Fair,Employed,0.937108944919677
1356,1357,Medium,Excellent,Employed,0.16121881197512256
1357,1358,Medium,Fair,Unemployed,0.9281018355097865
1358,1359,Medium,Poor,Self-Employed,0.41766699581699473
1359,1360,High,Good,Self-Employed,0.7735721017307203
1360,1361,High,Excellent,Self-Employed,0.07680304831442153
1361,1362,High,Excellent,Self-Employed,0.4032077561332522
1362,1363,Low,Poor,Unemployed,0.8992603589246896
1363,1364,Medium,Poor,Self-Employed,0.35489768348655404
1364,1365,Low,Fair,Employed,0.5377829347413765
1365,1366,Low,Excellent,Self-Employed,0.3952593154311578
1366,1367,High,Excellent,Employed,0.15628370954977622
1367,1368,Medium,Excellent,Unemployed,0.7101147663372793
1368,1369,High,Fair,Self-Employed,0.7314863597031158
1369,1370,Low,Good,Unemployed,0.8364984906180335
1370,1371,High,Excellent,Self-Employed,0.37961676445167025
1371,1372,Low,Poor,Self-Employed,0.0913741048604092
1372,1373,Medium,Fair,Employed,0.6774380712282945
1373,1374,Low,Good,Employed,0.8244715176045491
1374,1375,Low,Good,Unemployed,0.008059103342119789
1375,1376,Medium,Poor,Employed,0.10761418475985884
1376,1377,Low,Good,Employed,0.2511692675484013
1377,1378,Medium,Good,Employed,0.5140954425512597
1378,1379,Low,Fair,Employed,0.3252111962762113
1379,1380,High,Good,Self-Employed,0.828488133895241
1380,1381,High,Poor,Self-Employed,0.39515529747230504
1381,1382,Low,Good,Unemployed,0.8571916570595887
1382,1383,Medium,Good,Employed,0.1324046134964546
1383,1384,Medium,Excellent,Self-Employed,0.2659284506321188
1384,1385,High,Fair,Self-Employed,0.9976228222513854
1385,1386,High,Fair,Unemployed,0.43098390192082203
1386,1387,High,Poor,Unemployed,0.1811832790500828
1387,1388,High,Poor,Self-Employed,0.4198486976863176
1388,1389,High,Fair,Unemployed,0.1602256009765063
1389,1390,Low,Excellent,Self-Employed,0.7572829782755007
1390,1391,Medium,Fair,Unemployed,0.690405721911072
1391,1392,Medium,Good,Self-Employed,0.016592480632597884
1392,1393,Medium,Good,Employed,0.07680744106928128
1393,1394,High,Good,Unemployed,0.8349472056944037
1394,1395,Low,Good,Self-Employed,0.2645158039888382
1395,1396,Medium,Excellent,Employed,0.9264637979561848
1396,1397,Medium,Fair,Employed,0.2136981415703284
1397,1398,Low,Good,Employed,0.8579550909150572
1398,1399,High,Fair,Employed,0.7816154791963991
1399,1400,High,Good,Self-Employed,0.0402580030092321
1400,1401,Low,Excellent,Self-Employed,0.006257471026470229
1401,1402,Medium,Good,Self-Employed,0.7094388646339748
1402,1403,High,Excellent,Self-Employed,0.13196531962396174
1403,1404,High,Fair,Self-Employed,0.05057310382422886
1404,1405,Low,Fair,Self-Employed,0.8056488053633419
1405,1406,Low,Poor,Unemployed,0.0875912974059464
1406,1407,Medium,Excellent,Employed,0.33745427896422897
1407,1408,Low,Fair,Self-Employed,0.2111259425580374
1408,1409,Medium,Good,Unemployed,0.8706338814834905
1409,1410,Low,Poor,Unemployed,0.33440117898874866
1410,1411,High,Fair,Self-Employed,0.2162505281865289
1411,1412,Low,Excellent,Unemployed,0.760160929790159
1412,1413,Low,Excellent,Unemployed,0.2681743677449133
1413,1414,Medium,Fair,Employed,0.056680432165835404
1414,1415,Medium,Poor,Self-Employed,0.6971636921379805
1415,1416,Low,Good,Employed,0.9760326986002038
1416,1417,Medium,Excellent,Self-Employed,0.2972872042813265
1417,1418,High,Good,Self-Employed,0.6481050345341234
1418,1419,High,Good,Unemployed,0.1411075940213511
1419,1420,Medium,Fair,Unemployed,0.15631697070886086
1420,1421,Medium,Good,Unemployed,0.08202368521147085
1421,1422,Low,Excellent,Employed,0.030021332149071878
1422,1423,Low,Fair,Self-Employed,0.988420993963481
1423,1424,High,Fair,Employed,0.3518050064103525
1424,1425,High,Poor,Unemployed,0.8661015453778347
1425,1426,High,Good,Unemployed,0.7680054353132096
1426,1427,High,Excellent,Employed,0.427486454090268
1427,1428,Low,Excellent,Employed,0.02353249441409877
1428,1429,High,Good,Unemployed,0.1291744452431104
1429,1430,Low,Excellent,Self-Employed,0.01620039733946721
1430,1431,Medium,Excellent,Self-Employed,0.4709500587725145
1431,1432,High,Excellent,Unemployed,0.6520930618816506
1432,1433,Low,Fair,Self-Employed,0.2530263409202532
1433,1434,High,Fair,Self-Employed,0.9791515551006156
1434,1435,High,Good,Unemployed,0.1350801462257607
1435,1436,High,Fair,Self-Employed,0.5942418273085972
1436,1437,Medium,Poor,Employed,0.5753591731290986
1437,1438,Medium,Excellent,Employed,0.14339537001089253
1438,1439,Low,Fair,Employed,0.23333282264932664
1439,1440,Low,Excellent,Unemployed,0.6522353531324407
1440,1441,High,Poor,Employed,0.13097374299417408
1441,1442,Medium,Poor,Employed,0.04499682123542437
1442,1443,Low,Excellent,Employed,0.18345240115022932
1443,1444,Low,Fair,Unemployed,0.46533693393948605
1444,1445,Low,Fair,Unemployed,0.258591591134784
1445,1446,High,Excellent,Employed,0.4263983568016225
1446,1447,Medium,Good,Employed,0.6638244748527251
1447,1448,Medium,Fair,Unemployed,0.8059789008675837
1448,1449,Low,Excellent,Unemployed,0.024684157224584613
1449,1450,Low,Fair,Employed,0.08987685173616067
1450,1451,Medium,Excellent,Employed,0.8002063476835791
1451,1452,Medium,Excellent,Employed,0.14328145870264108
1452,1453,Low,Excellent,Employed,0.5254703073558932
1453,1454,Low,Excellent,Unemployed,0.3078863820162494
1454,1455,Low,Excellent,Employed,0.5811954237209566
1455,1456,High,Excellent,Unemployed,0.2719545593981987
1456,1457,High,Poor,Unemployed,0.633711599765529
1457,1458,Medium,Good,Self-Employed,0.042469909256533156
1458,1459,Low,Poor,Self-Employed,0.5565784285021533
1459,1460,High,Fair,Self-Employed,0.09441889766048095
1460,1461,Low,Fair,Self-Employed,0.49897111691376594
1461,1462,Low,Poor,Self-Employed,0.4020272168882407
1462,1463,High,Fair,Self-Employed,0.8912000730636024
1463,1464,Low,Good,Self-Employed,0.35659617598620563
1464,1465,High,Fair,Employed,0.0920987541995898
1465,1466,Low,Good,Self-Employed,0.8987878897373477
1466,1467,Low,Fair,Self-Employed,0.5488728015425998
1467,1468,Medium,Fair,Unemployed,0.9888355313891645
1468,1469,High,Poor,Self-Employed,0.4800473773100856
1469,1470,High,Excellent,Self-Employed,0.8297228663216244
1470,1471,Medium,Excellent,Self-Employed,0.5318717665050166
1471,1472,Medium,Excellent,Self-Employed,0.8913182063602987
1472,1473,High,Poor,Self-Employed,0.32694102433667527
1473,1474,High,Poor,Unemployed,0.48903577530762
1474,1475,Medium,Excellent,Unemployed,0.6946537728101754
1475,1476,Low,Good,Self-Employed,0.6666170848793723
1476,1477,Low,Excellent,Unemployed,0.8040956696335928
1477,1478,High,Fair,Self-Employed,0.7302491895295712
1478,1479,Low,Good,Unemployed,0.6737017335421565
1479,1480,Low,Fair,Self-Employed,0.6171059444286563
1480,1481,Medium,Good,Self-Employed,0.22603319678865208
1481,1482,Medium,Fair,Self-Employed,0.47849107010718916
1482,1483,High,Poor,Unemployed,0.0860321570329432
1483,1484,High,Excellent,Self-Employed,0.9754730283140218
1484,1485,High,Good,Self-Employed,0.23374079203674425
1485,1486,Medium,Fair,Self-Employed,0.9325445893524509
1486,1487,Medium,Good,Self-Employed,0.6893104121026903
1487,1488,Medium,Excellent,Employed,0.6529496581378422
1488,1489,Low,Good,Self-Employed,0.1356883177922793
1489,1490,High,Excellent,Self-Employed,0.6409655280987577
1490,1491,Low,Excellent,Unemployed,0.7004317991565039
1491,1492,Medium,Fair,Self-Employed,0.9415768527339338
1492,1493,Low,Fair,Unemployed,0.315773151249496
1493,1494,Low,Poor,Unemployed,0.8332043565966744
1494,1495,Medium,Poor,Employed,0.6281195312435718
1495,1496,Low,Good,Employed,0.3072389618477205
1496,1497,Medium,Poor,Self-Employed,0.790014841559882
1497,1498,Medium,Excellent,Self-Employed,0.9693218122841789
1498,1499,Medium,Poor,Employed,0.46672809376795044
1499,1500,Low,Excellent,Employed,0.1619230066322137
1500,1501,Medium,Excellent,Unemployed,0.10633729734822717
1501,1502,Medium,Fair,Unemployed,0.8726550721760554
1502,1503,Medium,Excellent,Unemployed,0.414825655521352
1503,1504,Medium,Good,Self-Employed,0.6164281773718701
1504,1505,Medium,Excellent,Employed,0.061446290130787506
1505,1506,High,Poor,Employed,0.7304924774822994
1506,1507,Low,Fair,Unemployed,0.1514323143699633
1507,1508,Medium,Poor,Self-Employed,0.5252584187815833
1508,1509,Medium,Fair,Self-Employed,0.3380844093662614
1509,1510,Low,Excellent,Unemployed,0.6756213095982433
1510,1511,Low,Excellent,Self-Employed,0.6981984306764998
1511,1512,Low,Good,Employed,0.3636453589194496
1512,1513,Low,Good,Unemployed,0.25426123144486457
1513,1514,Medium,Excellent,Self-Employed,0.6783918855030131
1514,1515,Medium,Poor,Employed,0.17208603245262644
1515,1516,Low,Excellent,Self-Employed,0.15144552193535732
1516,1517,High,Good,Unemployed,0.08061540516960175
1517,1518,Medium,Fair,Self-Employed,0.502490876826932
1518,1519,Medium,Fair,Employed,0.4768388777331244
1519,1520,Medium,Excellent,Employed,0.3069722822090182
1520,1521,High,Good,Unemployed,0.12434584143087035
1521,1522,Medium,Fair,Self-Employed,0.3256848020639532
1522,1523,Medium,Fair,Employed,0.4695186653456337
1523,1524,Medium,Good,Employed,0.9359372482485595
1524,1525,Low,Fair,Unemployed,0.14914082593973743
1525,1526,Medium,Fair,Self-Employed,0.34184728549809207
1526,1527,Medium,Poor,Self-Employed,0.22669065207492367
1527,1528,High,Fair,Unemployed,0.4398556397138349
1528,1529,High,Poor,Employed,0.12709624021843924
1529,1530,High,Good,Employed,0.3832153659472517
1530,1531,Low,Fair,Unemployed,0.8353725302842461
1531,1532,High,Fair,Self-Employed,0.8263408109501867
1532,1533,Medium,Excellent,Unemployed,0.5035469815118861
1533,1534,Medium,Fair,Self-Employed,0.6314587925830206
1534,1535,Low,Good,Unemployed,0.014567154751278899
1535,1536,High,Excellent,Self-Employed,0.5411138248788447
1536,1537,High,Good,Unemployed,0.5716076494829438
1537,1538,Low,Fair,Unemployed,0.6043593197147711
1538,1539,Medium,Poor,Self-Employed,0.2267726253196457
1539,1540,High,Fair,Self-Employed,0.625329959704233
1540,1541,High,Good,Self-Employed,0.18445905105988336
1541,1542,Low,Good,Self-Employed,0.051150205620397626
1542,1543,High,Fair,Unemployed,0.9524153059966436
1543,1544,High,Excellent,Self-Employed,0.19416286904608226
1544,1545,High,Excellent,Self-Employed,0.062041416956554296
1545,1546,Low,Excellent,Self-Employed,0.520449404165286
1546,1547,High,Excellent,Unemployed,0.5578736756600732
1547,1548,Low,Poor,Unemployed,0.9175430096537447
1548,1549,High,Fair,Employed,0.18527685033354002
1549,1550,Low,Poor,Unemployed,0.3303914736656165
1550,1551,Medium,Excellent,Unemployed,0.07718753022646796
1551,1552,Low,Poor,Employed,0.7567580902469283
1552,1553,Medium,Poor,Unemployed,0.059105820875654524
1553,1554,Medium,Good,Unemployed,0.9489806670470013
1554,1555,Medium,Fair,Unemployed,0.09114063944467754
1555,1556,Medium,Good,Self-Employed,0.6704343337969175
1556,1557,High,Excellent,Self-Employed,0.7659715748551791
1557,1558,Low,Excellent,Unemployed,0.02221848202558041
1558,1559,Low,Fair,Self-Employed,0.967802737648485
1559,1560,Medium,Excellent,Self-Employed,0.3931471294940152
1560,1561,Low,Poor,Unemployed,0.05097487702244241
1561,1562,Medium,Good,Employed,0.6775458051837758
1562,1563,High,Poor,Employed,0.33198647143270277
1563,1564,High,Poor,Employed,0.6277454148973364
1564,1565,High,Good,Self-Employed,0.9925146201619713
1565,1566,Low,Fair,Employed,0.9616158070461657
1566,1567,Low,Excellent,Unemployed,0.6307174444919292
1567,1568,High,Good,Employed,0.18089190137889832
1568,1569,Medium,Good,Employed,0.810468217215466
1569,1570,High,Poor,Self-Employed,0.5218843281579432
1570,1571,Low,Fair,Unemployed,0.9571969635192346
1571,1572,High,Fair,Self-Employed,0.415818568018411
1572,1573,Medium,Poor,Employed,0.5196116758030075
1573,1574,Medium,Fair,Self-Employed,0.3960009663856152
1574,1575,Medium,Excellent,Self-Employed,0.9492731062456169
1575,1576,Low,Fair,Unemployed,0.9915327758273865
1576,1577,Low,Fair,Self-Employed,0.3028298889787422
1577,1578,High,Good,Self-Employed,0.4183895333783335
1578,1579,Medium,Poor,Self-Employed,0.34985438418085446
1579,1580,High,Poor,Unemployed,0.47173983751843906
1580,1581,High,Good,Unemployed,0.22460244007488483
1581,1582,High,Good,Self-Employed,0.35483185554316266
1582,1583,Medium,Excellent,Self-Employed,0.26116243251086024
1583,1584,Low,Poor,Unemployed,0.4124030604678661
